	Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	"SUM 
Completed"	URL	Home Site	Lab Size	Pub Rate	Other Journals	First Author Affiliation	First Author Career Duration	First Author Degree	First Author Degree Area	world_rank_x	country_x	national_rank	quality_of_education	alumni_employment	quality_of_faculty	publications	influence	citations_x	broad_impact	patents	score	year_x	world_rank_y	country_y	teaching	international	research	citations_y	income	total_score	num_students	student_staff_ratio	international_students	female_male_ratio	year_y	city_ascii	state_id	state_name	county_fips	county_name	lat	lng	population	density	source	military	incorporated	timezone	ranking	zips	county	labor_force	employed	unemployed	rate	(Grover) Falsified Media	Falsified Media (Manually labeled)
572	Scott Deleon, David Allen, Blake Matthews, Roger Jones, Laura Carney	"TRO_LS604

Journal of Healthypsychology/Medical News (Feb 28, 2005)

Antibodies that increase in"	Nature. 2013. 10(44), 649.	10.1038/onc.2013.404	2013	1.0					two sets of duplicated facs panels but different percentages gated points	1	1.0/1/2018		1.0	1.0	1	http://doi.org/10.1038/onc.2013.404	Nature	5	0.6153846153846154	[[], [], [], [], [], ['International Journal of Operations & Production Management ', 'Information & Management ', 'Journal of Service Research ', 'Information Technology and Management ', 'Department of Business'], [], []]	Tehran University of Medical Sciences	3.0	['PhD']	Department of Biochemistry	854.0	Iran	3.0	367.0	567.0	218.0	771.0	899.0	812.0	796.0	871.0	44.18	2015.0																																		0.6871469	1
573	Laura Black, Stacey Carey, Andrea Thomas, Allison Mccall, Julia Fernandez, Angela Perez, Crystal Huynh	This article is from the archive of our partner .	PLOS. 2005. 41(38), 245.	10.1371/journal.pone.0083218	2005	7.0		1.0		1.0	duplicated blots, two sets	1	7.0/1/2010		1.0	1.0	1	http://doi.org/10.1371/journal.pone.0083218	PLOS	7	0.2872340425531915	[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]	Thammasat University (Rangsit Campus)		['PhD']	Departamento de CiÃªncia de Alimentos (DCA)																																															0.45826757	1
574	Brent Greene, Casey Nelson, Michael Glenn	Although the autoimmune component will be impacted, it is my	Wiley. 2014. 37(41), 874.	10.1111/j.1458-2710.2014.02433.x	2014	3.0		1.0			Multiple cases of overlapping microscopy panels	1	3.0/1/2018				1	http://doi.org/10.1111/j.1458-2710.2014.02433.x	Wiley	3	0.125	[[], [], [], [], ['Journal of the American Society for Information Science and Technology ', 'School of Information Sciences'], []]	Bhabha Atomic Research Centre		['PhD']	Medical Genetics Section																																															0.48053336	1
575	Kevin Estrada, Louis Adams, Brett Parker, Justin Figueroa, Sharon Garcia, Edward Perkins, Steven Hall, Peter Cannon	In an industry that values freedom of assembly and diversity	PLOS. 2014. 43(16), 714.	10.1371/journal.pone.0078614	2014	1.0					duplicated/reused actin blot panels	1	1.0/1/2027				1	http://doi.org/10.1371/journal.pone.0078614	PLOS	8	0.6	[[], [], [], [], []]	Uppsala University	7.0	['PhD']	Department of Medicine	124.0	Sweden	3.0	73.0	321.0	70.0	95.0	75.0	93.0	103.0	871.0	49.57	2015.0	98	Sweden	40.2	57.5	53.0	70.9	39.6	54.6	25,266	18.2	12%	57:43:00	2015.0																					0.30511782	1
576	James Martin, Devon Walker, Bryan Mclaughlin, Mrs. Amanda Barnes MD, Lisa Wright DDS, Ashley Gray, Daniel Howard, Colin Garcia, David Fry, Erin Knapp, Joseph Jackson	"by NW Staff

The brain, which has been as simple as"	Wiley. 2013. 50(27), 419.	10.1002/ijc.27606	2013	7.0			1.0	1.0	overlapping microscopy images	1	11.0/1/2014				1	http://doi.org/10.1002/ijc.27606	Wiley	11	0.375	[[], ['Immunologic Research ', 'Clinical and Experimental Rheumatology ', 'The Israel Medical Association journal: IMAJ ', 'Immunome Research ', 'Journal of Translational Medicine ', 'Sackler Faculty of Medicine'], [], [], [], [], [], []]	Minjiang University		['PhD']	Department of Animal & Poultry Sciences																																															0.3231135	1
577	Julie Kent, Jessica Anderson, Natalie Stephens, Brittany Mills PhD, Joshua Holden, Christopher Bennett, Paige Ingram	My drug test double-checked to prove bpatopid antibody amyloid DNA	Cancer. 2013. 15(89), 703.	10.1016/j.ccell.2013.13.012	2013	4.0		1.0			Duplicated microscopy panels	1	5.0/1/2015		1.0		1	http://doi.org/10.1016/j.ccell.2013.13.012	Cancer	7	0.375	[['Molecular Immunology ', 'Journal of Biotechnology ', 'Biochemical and Biophysical Research Communications ', 'Journal of General Virology ', 'ACTA MICROBIOLOGICA SINICA ', 'School of Biology', 'College of Animal SciencesInstitute of Preventive Veterinary Medicine'], [], [], [], []]	Chung Shan Medical University	11.0	['PhD']	Emergency department, School of Medicine.	967.0	Taiwan	18.0	367.0	567.0	218.0	727.0	973.0	645.0	946.0	871.0	44.06	2015.0																																		0.50837445	1
578	Thomas Holloway, Brenda May, Paul Hamilton, Sara Williamson, Vanessa Simpson	The Multidisciplinary Assessment (MAA) on the Serum-enzyme and subcutaneous adipose	ASM. 2014. 76(57), 188.	10.1128/JCM.00361-07	2014	5.0					Duplicated blot panels, shifted	1	5.0/1/2019		1.0		1	http://doi.org/10.1128/JCM.00361-07	ASM	5	0.5238095238095238	[[], [], [], [], [], [], []]	University of Tennessee	32.0	['PhD']	Department of Internal Medicine																																															0.37894058	1
579	Pamela Hernandez, Debbie Cole, Megan Mendez, Robin Wright, Ashley Harris, Jonathan Conway, Michelle Hull, Mindy Taylor, Luis Walker, Misty Randall, Richard Beasley, Lisa Lopez, Angela Davis, Maria Baker, Tammy Gonzalez, Nancy Williams, Andrew Jones	New field evidence for DNA nullification in a proposed publication	PLOS. 2014. 84(78), 709.	10.1371/journal.pone.1032171	2014	7.0					Mirrored microscopy image	1	7.0/1/2018				1	http://doi.org/10.1371/journal.pone.1032171	PLOS	17	0.4	[[], [], [], []]	Keio University		['PhD']	College of Medicine	34.0	Japan	3.0	284.0	5.0	218.0	309.0	246.0	368.0	270.0	80.0	59.84	2015.0																																		0.38846058	1
580	Kevin Robinson, David Jones, Gabriela Moore, Mrs. Jennifer Yu MD, Adam Weaver	A number of Cytroid-serving tennis players have taken offense to	ASM. 2012. 77(72), 255.	10.1128/mBio.00386-13	2012	4.0						1	10.0/1/2013	1.0	1.0	1.0	1	http://doi.org/10.1128/mBio.00386-13	ASM	5	0.4	[[], [], [], [], [], [], [], [], [], []]	Hyogo College of Medicine	13.0	['PhD']	Medical Genetics Section																																															0.22035505	1
581	Jason Ibarra, Christopher Moody, Sheila Mann, Warren Flynn, Robert Smith, Ashley Allen, Tara Wong	Iolium is derived from lymphatic glands in uterine tissue, a	Wiley. 2012. 82(80), 936.	10.1002/ijc.27551	2012	1.0			1.0	1.0	Overlapping microscopy images	1	1.0/1/2015		1.0	1.0	1	http://doi.org/10.1002/ijc.27551	Wiley	7	0.0	[[], [], [], [], [], []]	Osaka University	15.0	['MD']	Department of Medical Genetic	45.0	Japan	5.0	46.0	39.0	75.0	50.0	58.0	182.0	67.0	18.0	56.03	2015.0	157	Japan	51.3	29.1	48.0	51.1	73.6	49.1	23,144	7.8	9%	31 : 69	2015.0																					0.3115332	1
582	Bianca Pruitt, Brenda Pacheco, James Johnson	Munich, Tue. 9c 2006 ? A Spaniard expert in the	PLOS. 2014. 31(45), 809.	10.1371/journal.pone.0044657	2014	8.0		1.0	1.0		Mirrored blot	1	6.0/1/2016	1.0	1.0		1	http://doi.org/10.1371/journal.pone.0044657	PLOS	3	0.5	[[], ['Molecular Biology of the Cell ', 'Cell Chemical Biology ', 'Eukaryotic Cell ', 'Cancer Research ', 'Journal of Cell Biology ', 'Department of Molecular Genetics']]	Changsha University of Science and Technology		['PhD']	Division of Comparative Physiology																																															0.46731997	1
583	Susan Rodriguez, Joshua Chan, Roger Mora Jr., Lauren Harper, William Taylor	Porins are motor cells that regulate a very different pathway	Wiley. 2013. 71(46), 328.	10.1111/j.1415-0786.2013.03877.x	2013	3.0					two sets of duplicated facs panels but different percentages gated points	1	3.0/1/2016				1	http://doi.org/10.1111/j.1415-0786.2013.03877.x	Wiley	5	0.2692307692307692	[[], [], [], []]	Tehran University of Medical Sciences	14.0	['PhD']	Department of Molecular Genetics	854.0	Iran	3.0	367.0	567.0	218.0	771.0	899.0	812.0	796.0	871.0	44.18	2015.0																																		0.5969283	1
584	Keith Moore, Zachary Velazquez, Maria Duran, Micheal Thomas, Christina Murphy, Melissa Rodriguez, Heidi Schmidt, Angelica Davis, Bryan Armstrong, Alicia Bray	To preserve balance with vitals, surgeons remove the prostate gland's	Cancer. 2012. 48(39), 504.	10.1016/j.ccell.2012.19.083	2012	2.0					Mirrored blot panels representing different proteins	1	2.0/1/2028		1.0		1	http://doi.org/10.1016/j.ccell.2012.19.083	Cancer	10	0.75	"[['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations', 'Researcher'], [], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations', 'beijing'], [], ['Journal of Physics Conference Series ', 'IOP Conference Series Materials Science and Engineering ', 'MATEC Web of Conferences '], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations', 'Dr. Nitzan Shabek is an Assistant professor at the University of California, Davis in the Department of Plant Biology.  His research experience span both theoretical and applied work, in the areas of structural biology, biochemistry, cellular and molecular biology . Nitzan is interested in how biochemical signals are perceived, transduce and regulated in cells and how biological pathways are controlled by proteolytic systems. His lab combines advanced biochemistry X-ray crystalography, cryo-EM and cell biology, to envision biological pathways from atomic level to the whole organism.'], [], [], [], [], [], [], [], [], ['Journal of Materials Chemistry A ', 'Sustainable Energy & Fuels ', 'International Journal of Hydrogen Energy ', 'Journal of Power Sources ', 'Applied Catalysis B: Environmental '], [], ['IEEE Transactions on Information Theory ', 'IEEE Journal on Selected Areas in Communications ', 'ACM Transactions on Sensor Networks ', 'Department of Electrical and Computer Engineering'], [], [], [], [], [], ['Plant Physiology ', 'The Plant Cell ', 'Journal of Experimental Botany ', 'Proceedings of the National Academy of Sciences ', 'New Phytologist ', 'State Key Laboratory of Plant GenomicsInstitute of Genetics and Developmental BiologyNational Center for Plant Gene Research Ã¢ÂÂ Beijing'], [], [], [], [], [], [], [], [], [], [], []]"	King Faisal University		['PhD']	Institute of Preventive Veterinary Medicine																																															0.4549427	1
585	Cynthia Sanders, Kenneth Ross, Spencer Price, Albert Wallace, Michelle Snyder, Cynthia Morales, Tracy Burke, Anthony Humphrey	Col. Lee Ernie Choi (COL ’07) and Yu-Ji Lei (Korean)	Wiley. 2012. 97(84), 181.	10.1002/ijc.28305	2012	1.0			1.0		Possibly manipulated FACS images	1	2.0/1/2014				1	http://doi.org/10.1002/ijc.28305	Wiley	8	0.03	[[], [], [], [], [], [], [], []]	University of Hyogo	24.0	['MD']	Department of Life Science (LS)																																															0.5387171	1
586	Amanda Boyer, Michelle Livingston, Ryan Johnson, Patrick Martinez	The Boston Consulting Group recently polled its Internet and enterprise	PLOS. 2004. 84(82), 292.	10.1371/journal.pone.0011430	2004	8.0					Duplicated yet altered blots, multiple cases	1	8.0/1/2009		1.0	1.0	1	http://doi.org/10.1371/journal.pone.0011430	PLOS	4	0.42857142857142855	[[], ['Molecular Biology of the Cell ', 'Cell Chemical Biology ', 'Eukaryotic Cell ', 'Cancer Research ', 'Journal of Cell Biology ', 'Department of Molecular Genetics']]	University of Campinas		['PhD']	Division of Comparative Physiology	404.0	Brazil	3.0	367.0	567.0	218.0	295.0	575.0	511.0	388.0	197.0	45.14	2015.0																																		0.357022	1
587	Arthur Taylor, Ross Smith, Megan Brooks, James Young, Matthew Garcia	Promoting esigu from apoptosis and cancer was one of the	PLOS. 2003. 81(70), 935.	10.1371/journal.pone.0054855	2003	8.0		1.0		1.0	Duplicated lanes within same gel panel	1	8.0/1/2010		1.0		1	http://doi.org/10.1371/journal.pone.0054855	PLOS	5	0.2222222222222222	[[], [], [], []]	Chung Shan Medical University	3.0	['PhD']	College of Life Sciences	967.0	Taiwan	18.0	367.0	567.0	218.0	727.0	973.0	645.0	946.0	871.0	44.06	2015.0																																		0.5325426	1
588	Jeffery Stout, Monique Levy, Robert Roberts, George Baker, Allison Glover, Jeff Prince, Michael Blake	A study has been published by the Center for Environmental	ASM. 2004. 95(75), 967.	10.1128/IAI.00401-14	2004	7.0				1.0	bands in gel appear to be spliced in	1	7.0/1/2007		1.0	1.0	1	http://doi.org/10.1128/IAI.00401-14	ASM	7	0.0	[[], [], [], [], []]	University of Michigan-Dearborn		['PhD']	Periodontics																																															0.28210932	1
589	Cassandra Norton, Michael Daniels, Jane Wade, Timothy Wilson, Mr. Bruce Montgomery, Gabriela Jones, John Jackson	"

The unrecognized chemokine expression in tubular tissues in late-stage studies"	Hindawi. 2014. 68(69), 157.	10.1155/2014/509063	2014	1.0			1.0		Overlapping microscopy images, multiple cases	1	1.0/1/2019		1.0		1	http://doi.org/10.1155/2014/509063	Hindawi	7	0.2647058823529412	[[], [], [], [], [], [], []]	Australian Catholic University	15.0	['MD']	Department of Biology																																															0.35215136	1
590	Nathaniel Powell, Krystal Shepherd, Mark Kelly, Jake Golden, Dr. Mathew Sparks MD, Nicholas Ford	This is due to serious inflammation that can result in	SciDirect. 2013. 65(46), 494.	10.1016/j.cyto.2013.10.031	2013	2.0					Duplicated blots, multiple cases	1	2.0/1/2017	1.0	1.0	1.0	1	http://doi.org/10.1016/j.cyto.2013.10.031	SciDirect	6	0.0	[[], [], []]	Shenzhen China Star Optoelectronics Technology Co., Ltd		['PhD']	Internal Medicine																																															0.45838392	1
591	Mrs. Wanda Fleming, Brandi Smith, Bethany Gardner, Jennifer Garner, Mark Ford, Mark Ramsey, Elizabeth Watson, Christina Mcgrath, Devin Jenkins, Haley English	A breakthrough in the diagnosis of prostate cancer from highly	SciDirect. 2013. 79(58), 742.	10.1016/j.jaut.2013.15.093	2013	1.0		1.0		1.0	Overlapping microscopy images, multiple cases	1	7.0/1/2013		1.0		1	http://doi.org/10.1016/j.jaut.2013.15.093	SciDirect	10	0.375	[[], [], [], []]	Cambridge University Hospitals NHS Foundation Trust		['PhD']	Department of Science and Technology																																															0.36556834	1
592	Martha Dickerson, Justin Aguilar, Shannon Schmidt, Pamela Moore, David Harris, Joel Mason, Kaitlyn Cardenas, Dustin Brown, Kristin Wright, Tamara Williams, Christopher Conway, Joshua Cruz, Brittney Dorsey, Charles Woods, Austin Martinez, Sally Rowland, Audrey Bailey, Dennis Snow, Candace Cobb, Justin Lee, Sarah Klein, Patricia Wood, Cole Williams, Lisa Higgins, Curtis Gonzales, Derek Gill PhD, Max Carlson, Yvette Martin, Denise Odom, Melissa Valenzuela, Mitchell Brown, Karen Hall, Jessica Cook, Cody Jackson, April Wilson DDS	The effects of sodium butyrate on lung vascular TNFSF15 (TL1A)	PLOS. 1996. 49(41), 521.	10.1371/journal.pone.1014614	1996	1.0					Duplicated microscopy panels	1	6.0/1/1996				1	http://doi.org/10.1371/journal.pone.1014614	PLOS	35	0.15	[[], [], [], [], []]	Australian Catholic University	13.0	['PhD']	Gangarosa Department of Environmental Health																																															0.46199176	1
593	Megan Stanley, Troy Parker, Jamie Morse, Carol Lester, Miranda Rivera, Sean Odom MD, Laura Ford, Kelsey Wilson	In normal life, myoD is a digital muscle cell associated	PLOS. 2008. 51(41), 553.	10.1371/journal.pone.0085603	2008	4.0		1.0	1.0		Duplicated mirrored band, stamping in background	1	4.0/1/2009		1.0		1	http://doi.org/10.1371/journal.pone.0085603	PLOS	8	0.125	"[[], [], [], [], [], [], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations', 'Professor and Group Leader', 'Researcher'], [], [], []]"	Genomics Institute of the Novartis Research Foundation		['PhD']	Department of Biomedical Engineering																																															0.44587588	1
594	Richard Graves, William Rosario, Richard Golden, Sheryl Walter, Cheryl Pearson, Daniel Ortiz	Agencies are pushing so hard for rule changes based on	BioMed. 2013. 12(95), 660.	10.1186/gb-2013-r190	2013	5.0					Duplication, stretching, what not, the lot	1	5.0/1/2017				1	http://doi.org/10.1186/gb-2013-r190	BioMed	6	0.3	[[], [], [], [], [], []]	Columbia University	7.0	['PhD']	Department of Medicine	6.0	USA	4.0	13.0	6.0	9.0	13.0	13.0	11.0	12.0	4.0	96.14	2015.0	14	United States of America	83.9	68.3	79.4	95.3	-	84.4	25,055	5.9	28%		2015.0	New York	NY	New York	36061.0	New York	40.6943	-73.9249	18713220.0	10715.0	polygon	False	True	America/New_York	1.0	11229 11226 11225 11224 11222 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11104 11105 11379 11378 11377 11697 11694 11692 11693 11691 10271 10279 10278 10075 10302 10301 10452 11451 10475 10474 10471 10470 10473 10472 11228 11223 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10307 10306 10305 11429 10310 10311 10312 10314 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11375 11374 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 11351 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11201 11208 11203 11205 11204 11207 11206 11209 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11102 11103 11106 11001 11005 11004 10065 10069 10199 10309 10308 10304 10303 11428 11421 11420 11423 11422 11425 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11356 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10080 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11249 11251 11252 11256 11352 11380 11381 11386 11405 11431 11437 11439 11499 11690 11695	newyork	859,618	777,583	82,035	9.5	0.35247362	1
